,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
6850,-0.44711996,-0.89898435,0.98865734,1.3696462,0.010656993,0.27244161,-0.95656309,-0.053107191,0.66460262
6512,0.97032428,0.30617656,1.2597015,1.5107667,-1.2002091,-0.3636964,0.84589219,0.65124859,0.35194786
5621,0.33531189,0.64754622,-0.77766623,-1.5608106,-0.12140038,-0.76313231,0.77297901,-1.0322001,0.8382003
2366,1.0338808,-0.53283442,-0.94822107,-0.81641676,-0.5236774,0.38838401,0.071732523,-1.1499182,0.87166747
6974,-0.93691175,0.62732097,0.96231646,0.0059501874,-1.3918052,-0.93942782,-1.0524297,-1.4238442,0.66494494
1187,0.96055689,0.6217704,-0.98028509,0.42648705,-0.66541761,-0.2995999,0.086729259,0.21313298,0.66714135
274,1.348449,0.91380168,-0.24294327,1.1774321,-1.0944949,-1.0904371,-0.61178721,0.32065777,1.0629879
4645,0.2746726,0.35252093,0.25966857,-1.4945301,0.45396447,-1.4392286,1.2948252,-0.29240733,0.99507086
5922,-0.24028381,-1.231328,0.41844176,-1.5346017,1.0343214,0.30856313,1.5433187,-0.60943245,0.9539241
1361,-0.75266023,-0.79810946,-0.87927075,-0.94341237,-1.0304764,0.0069375372,1.3082162,-0.21609236,1.0427572
4375,-0.21707872,0.27188739,1.1830137,-0.5620495,1.3946773,0.77932721,0.95632856,0.48511311,0.4644085
1526,1.526954,-0.091313533,0.73237329,-0.61999375,0.053725306,-0.083326609,1.2856958,-1.0102178,0.42074982
7000,-0.82769719,0.084734971,1.0339669,0.89416167,0.33760404,0.46305684,1.3791384,0.75157947,0.15775147
4091,0.69698292,0.93127177,1.5103749,0.94138147,0.027016104,-0.098757626,0.67138632,0.70445274,0.43594377
8069,-1.1068308,0.18586196,0.18592257,0.82260771,-0.07285692,1.3951066,-1.1300558,0.72502609,0.86854068
1551,0.59060683,0.057540342,1.0349235,-0.3911389,-0.082344811,0.73848167,-1.0641127,-0.98981525,0.67411768
330,1.3581787,0.8061157,-1.2843703,-1.3697014,0.46855108,1.5321098,0.45158361,-0.23076319,0.68042396
7704,1.3259454,0.67638233,-0.62910861,0.070529849,-0.25347171,0.13619302,0.29868158,-0.47248749,0.76102792
1337,0.08792611,-1.5018959,0.48662205,1.236558,0.52916962,0.49345348,0.15443521,-0.17579659,0.20829347
8094,1.4125312,-0.84532403,-0.83922938,0.95633806,1.1279542,-0.21064642,-1.0442097,-1.0585252,1.1518869
945,-0.45990279,0.10269067,0.18665453,0.068673404,-0.48519889,0.70410411,-1.4766101,1.0614464,0.76843838
6441,-0.25869064,-0.83990996,-0.47836667,1.1842725,0.18193689,-1.4242771,-0.32608558,-1.1613062,1.0549514
2250,0.59781757,0.66245869,-0.55383431,-0.32670781,-0.45998677,-0.49196402,1.2721346,-0.36835073,0.65480475
6445,1.5582174,0.62323592,0.96678622,1.0684397,0.77199171,-1.2577364,0.37019016,-1.0446655,0.54898837
801,-0.58046487,0.20549011,1.1353734,-0.42736887,0.38076371,-0.064084495,1.3216097,1.5610934,0.60707014
6350,-0.79774237,-1.3419961,1.0987132,1.0627243,0.83823305,1.0131738,1.2161695,-0.95333288,0.51710084
2346,-0.97006075,-0.76515016,-0.98783891,-0.32678755,1.1865688,1.4223529,-1.0391118,-1.0382202,1.1213333
68,0.50799229,0.60424631,-1.3197722,0.11199921,-0.77152273,-0.0080352348,-0.74371145,0.013135971,0.66761958
6333,0.49878831,0.037987545,0.67990731,1.270336,0.7707821,0.68395454,1.2339967,-0.66259278,0.38383564
5835,-0.80551393,-0.53642377,0.0077508552,1.5335761,1.2338985,0.048899727,0.58427726,1.4657746,0.86785207
2784,-0.27447371,0.25572239,1.3066019,-1.3474587,-0.94927802,1.0151425,0.52469486,1.4119152,0.50977177
1598,1.3499854,0.83151528,1.4268249,-0.8930412,-0.9580082,-1.2888563,1.0926274,-0.68039855,0.37259327
4310,-0.097680053,0.68502643,1.2389667,1.0019736,0.36666294,-1.1986012,1.496426,0.69950701,0.39388431
4832,-0.6828389,0.4377301,1.3702073,-0.93945666,-0.21554975,1.1240038,-1.1469224,-0.24241406,0.67948841
5321,-0.21242813,0.46407641,-0.2050737,0.0059260317,1.2205992,-0.32772406,1.4855721,0.21050616,0.82380299
1503,0.48224977,1.0354848,-0.9522779,0.2416542,1.3035914,-1.3081136,-0.75424528,-0.077663766,0.90196732
5469,0.50685464,-0.68653241,-0.76693534,0.75480568,0.28591393,-0.55527629,0.47624779,1.4801871,0.97200229
150,1.5282708,1.4342202,-0.26529727,-0.72287625,-0.68504477,-0.94957241,-1.1769906,0.0070557146,0.74079821
2804,1.4917337,-1.56434,1.3795928,-1.5663795,-0.78353516,-0.87400361,-1.4612129,-0.8763206,0.57619803
5540,-1.1505362,-0.19181982,0.14481335,-1.1342272,1.3944027,-0.054637649,-0.16374197,-0.14584929,1.1118804
2086,0.58723712,1.5498197,1.0100093,1.5126761,0.70597138,1.4792435,1.0049411,0.23563729,0.38118323
7467,-0.047973434,0.86948473,-0.40178164,1.189199,-0.51293158,-1.3281107,0.46618261,1.0688563,0.92509329
2259,-0.42921637,0.60963359,-1.0192707,1.2924445,-0.92967487,-0.86539604,-0.51693946,0.88000059,1.1135889
7661,-0.13886789,0.16270769,-0.21622576,0.81689376,-1.4164582,0.28156269,-1.2747934,-0.93992547,0.53310818
7837,0.30100336,-0.59228065,1.032559,-1.1462843,1.1272643,0.32909748,1.2147087,-1.5330322,0.34817861
6319,-1.4421397,-1.014157,-0.17878295,0.76837127,-0.86096826,-1.2415824,1.4217559,0.89902652,0.85938153
3833,-0.27041919,0.37302549,-0.85936246,0.86145866,-0.91773893,1.4383398,-1.1821643,0.28533213,0.40402872
859,-0.094260052,-0.55553741,1.2368672,0.76830948,-0.94886384,0.3458132,0.67570725,0.11455475,0.34195057
3639,0.22607416,-1.1059103,0.56847891,0.4328758,1.3721009,-0.17821116,1.0717567,-0.94329142,0.40318031
7449,1.2242363,1.0822415,-0.26016434,-0.027106966,1.2878574,0.34185383,-0.79256808,0.13596416,1.0963826
5914,-0.72553001,0.24258049,-1.0449543,-0.0065264557,-1.3733901,0.45009742,1.5216415,0.3571256,0.88168397
4925,-0.26821004,-0.022452769,0.40381266,0.13183361,-0.88674142,-0.015070796,-1.3207155,1.4306766,0.63621189
4222,1.4659379,1.2792784,-0.57824654,0.7373785,-0.035115921,1.283858,-0.079889694,-0.2464298,0.66998904
6093,-0.95664013,0.70368367,0.16125267,0.8453549,1.0094585,-0.94815563,-0.32134248,0.54542783,0.97746572
366,1.5388374,0.065890551,-1.0826428,-1.3826788,0.033002739,-0.84543587,1.1080918,-1.0062243,0.88052548
1432,1.1246023,-1.0165606,0.74883181,-1.0142325,-1.0002098,1.4985045,-1.2946103,-0.027139543,0.63521655
5698,1.2603152,-1.1857031,0.049046372,0.50383097,0.61529556,-1.303207,-0.98072681,0.21167399,0.54362871
5751,-1.1912908,-1.0110633,1.3856931,0.15367055,0.8650343,-1.4541871,-0.17168473,-0.32079824,0.7952931
3578,-0.64897445,1.238893,1.0384586,-0.069691875,0.95048652,-0.76264899,-0.4061075,0.52787546,0.81821166
1779,1.3210938,0.70178875,-1.515438,-0.74020658,-1.0654122,-1.5174437,-1.2517505,-0.13779447,1.1073042
4856,1.3500573,1.5697283,-1.1941579,-0.1826613,0.64810329,-1.2611203,-0.64008359,-0.052838925,0.87044008
5007,0.59710512,0.16366415,-1.0741961,-0.95616199,1.5247262,1.208442,-0.50150434,1.1054455,1.1414286
4275,-0.33768567,1.400847,-1.2617304,0.73398235,0.52935661,0.40337987,1.1225202,0.64817296,0.82311637
1818,0.66311722,0.85366608,-0.42281276,-0.54947631,-0.96361497,-0.32468045,-0.86756292,-0.9313569,0.57779574
5244,1.2794623,-0.064164762,-1.3531365,-0.33325678,-1.1876229,1.3204265,-0.93931651,-1.0378674,0.60471866
841,-0.55052697,1.467011,-0.33980127,0.21619332,0.68167496,-0.77114326,-1.151407,0.90704486,0.75387899
2704,-0.20741563,-1.278281,0.05487536,0.028073068,-0.60888687,-0.85217422,-0.57601916,-0.018896335,0.94801505
1189,1.3794586,1.2989778,0.44122591,-1.4775828,-0.094047721,0.32586016,0.54492625,1.2812495,0.6195012
175,0.019298047,0.01123205,1.3581114,-1.5507281,0.93830042,0.89791582,0.52077447,-1.4801651,0.35373448
7180,0.23882734,1.4680437,-0.87399358,-0.62973523,0.53196182,1.4225588,0.091486971,0.65315912,0.98673396
7706,1.1271461,0.53068958,0.975553,-1.002265,-0.092761127,1.4360786,-0.3414985,0.85598314,0.55707131
617,0.65868932,-1.5504985,0.40812798,1.1786604,1.1832745,0.44526912,0.76650747,1.2409324,0.42542226
2093,-1.1781692,-1.5341346,0.98336314,0.038885987,-0.94682515,-0.9513076,-1.1328126,0.024877079,0.74974638
3308,0.5473268,-1.2833101,-0.50823358,-0.96633624,-0.23213091,0.57306231,-0.49453645,1.1969091,0.85193608
6760,-0.3992792,-0.44243191,-1.1289102,-0.88687416,-0.5417011,0.37396652,0.2217915,0.20961902,0.96571671
3491,0.087495727,-0.53992104,-1.4412742,0.15884775,1.265677,0.22883771,0.057977064,1.0801677,1.2943494
4002,-0.38519243,1.5581166,-1.4286173,-0.50395939,-1.1418158,0.67860343,-0.66302004,-0.20645673,0.42692948
82,-1.0421155,0.44315067,1.3976813,-0.48783664,0.7817341,1.4653206,-0.7388634,-1.1707443,0.19630649
3994,-0.6233305,-0.094284991,0.080030778,-0.93073192,-1.5019292,-1.475058,1.0744053,-1.1080301,0.55865691
3208,0.20319843,0.1092744,0.637038,0.48558728,-1.2185038,-0.46814993,1.5291361,0.97461516,0.30010212
816,1.1870053,-0.41118265,-0.28044631,0.29835131,-0.1931834,0.19953822,-0.046988616,-1.1823772,0.57149998
1030,0.52653895,1.0806538,-1.292814,-0.15288077,1.157509,0.38144995,-0.60285466,0.84802127,1.1105931
4943,-0.93239172,-0.78552165,0.37329686,-1.5589771,-0.060765988,0.83934403,0.7410011,-0.35083786,1.0547093
300,-0.29897022,-0.48012553,-0.5955136,0.35649403,0.23316008,0.70748913,-0.34801824,1.397239,1.0795198
4564,0.11185581,-1.1460346,1.3403771,-0.19690375,-0.39838073,-0.83192185,-1.2187362,-0.19487516,0.74214911
1472,-0.010234627,1.50628,-1.4787969,1.205996,1.0932015,-1.1314495,0.77258812,0.10022394,1.1098637
283,-0.76021963,1.3225832,1.383456,0.78501466,-0.35745944,-0.081956787,0.10045511,-0.84440656,0.22909359
2028,-1.2644987,0.1134657,0.23778436,-0.8700039,1.4872402,1.5148193,0.86402474,-0.35992736,0.67412211
4684,0.14474895,-0.92167071,-0.88816085,0.012653224,-1.1024907,-0.37477418,-1.0150088,1.1241112,1.1046587
5028,0.19275272,-1.1877454,0.69281848,0.30923389,-0.52188473,-0.72745602,0.073018695,-0.48729152,0.76578437
6497,-0.59898659,0.41494452,-0.34076665,-1.2907835,-0.17353978,0.27873221,-1.3555374,-1.2086843,0.78475867
2915,1.423686,-0.39553636,-0.85952192,0.84460213,-1.2998714,-0.62067705,-1.3980997,0.73611829,1.1926965
1813,-0.85871966,1.2668287,-0.10410309,1.1019349,1.4561011,-1.2575628,-0.82852038,-0.90709294,1.0039484
1271,0.33061755,-1.1272122,-1.0396328,0.25819405,-0.75421321,0.45066076,-0.26070355,1.4617288,0.78830071
5598,-1.0772091,1.4371826,-0.55949919,1.5332787,1.0515384,-0.32634821,0.51681594,0.75797827,1.0056645
6419,-0.43597344,-0.49416493,-0.76829649,-0.13245871,-0.31423182,-0.15552069,-0.58188237,0.42401829,1.0241145
4726,-0.420712,0.60602559,-0.23428149,0.35194668,-1.4142302,1.1067569,0.71167606,-1.0713468,0.73885135
6601,1.5319977,0.28674021,1.5683713,0.0041980855,0.34955215,1.0364565,-0.25185197,-0.026022683,0.4153642
5199,0.64093556,-1.4376081,1.5354531,1.3414652,0.0077605954,-1.4052909,-1.5424665,-0.1616824,0.74903619
3820,0.75750952,-0.69478298,-0.76431157,-0.36114267,-0.64908997,0.22036288,1.0459515,0.83015571,0.7086107
3150,-1.5236838,-0.62023849,0.5025214,0.49343194,-0.67520505,1.1642737,1.4321602,-0.49049474,0.41891595
820,1.219678,0.94036278,1.1785891,-0.79109727,0.40047874,0.73306095,0.57937872,-1.5471729,0.27264556
2313,-0.93886133,-0.63408757,0.60101165,0.92938089,-1.2095028,-1.2807175,0.3816795,1.1922607,0.94189569
2008,1.3568429,-0.10714263,0.83789025,0.83285457,-0.38154555,1.0138951,0.86052369,0.77626426,0.27074456
6662,-0.81778923,0.46967539,0.80097403,0.84366072,-0.35413209,-0.58957276,1.3211776,0.3181561,0.40690291
2642,-0.90683473,1.103796,-0.25476738,0.15215535,-1.0737135,1.257823,-1.0606674,0.15949485,0.69568265
6908,0.2978176,0.33242778,-0.37661748,-0.85743118,-1.3122513,0.92517821,0.085688097,0.55955237,0.57534419
3837,1.1230738,-0.51420023,0.78897496,1.5008743,0.17466853,0.62924438,0.60324021,1.0299341,0.28128431
7465,1.4020869,-1.2268987,-0.48519387,-1.3610347,-1.010063,0.85387185,0.55219618,1.4454254,0.73244365
2305,0.74029561,-1.3183495,-0.46765565,0.74249561,0.24783572,-1.5161692,-0.15356356,0.88539311,0.89986403
6671,0.58643883,-1.2306314,-1.2315564,0.5554145,0.33079307,0.92867919,0.77605169,-1.5207378,0.75048984
5908,-1.101703,-1.17311,0.27977227,-1.3279348,-1.4869644,1.0764659,-0.38301635,-1.4011396,0.92031413
99,-0.68236149,0.68116138,0.58194064,1.1418709,1.2516638,-0.06582807,-0.14980789,-0.26348415,0.60816582
8012,-0.44405066,-0.99757369,-0.12332266,0.70533453,0.72022315,0.46069881,-1.2769958,0.17185371,1.1585792
744,-1.2313739,0.97674861,-0.34194917,-1.140857,0.54321658,-0.20315676,1.5478386,0.89232539,1.1092381
7867,-0.82316481,0.06397106,-1.0090659,-1.3735114,0.096397335,0.65269605,-0.61962872,-0.83318897,1.140676
7578,-0.26488139,0.97468909,-0.6182874,1.1767848,-0.8136896,-0.21858212,-1.3703033,-0.83306975,0.81931664
4129,-1.5441051,1.1701584,-0.98595669,1.2398151,0.16682279,-0.36912253,-1.3535573,-0.39940616,1.0760627
480,0.19383859,-0.47481464,0.46925521,-0.98088887,-0.57999057,0.80690679,1.0834833,0.88514175,0.74679095
5428,0.02638497,0.63430467,0.47552517,-0.6599974,0.59531971,-0.79516849,-0.44190549,-0.73290369,0.89726389
7947,1.4755351,0.11426658,0.40528083,-0.21008478,-1.0607841,-0.22605818,-0.15223742,1.1685956,0.47939793
6027,-0.8717422,1.5590461,-0.75377831,0.2923156,0.57568728,0.81394323,-1.4991994,-1.5546023,1.0105007
1157,0.43440263,0.15463341,-0.72808463,1.0949416,0.64572891,1.5183065,-0.079635314,-0.14935753,0.46465296
6860,1.3489403,-0.77127368,0.28818126,-0.20117021,-1.4418296,-1.2076562,0.082499298,0.34604852,0.6101754
7342,0.30114514,-1.0234561,-0.47572215,-0.66432677,-1.3150578,-0.67353234,-0.12833124,-0.31868499,0.58943573
6049,1.5348785,-0.37826549,-0.090636536,-0.3970134,0.33683686,-0.19059049,-1.1708267,-1.5247618,0.85034381
1437,-0.29732161,-0.15779115,-0.49381552,0.47146638,0.37564446,0.39461509,-0.26268875,1.4025519,1.0434528
2414,0.61396752,1.442174,-1.5244575,-0.69432708,0.21707948,-0.93791124,-0.59492684,-0.39901397,0.94154469
3554,-0.11521875,-1.5293455,0.3766374,1.2117417,-0.30648488,1.4562822,0.98176635,0.041836956,0.37846534
6487,-1.3760917,-1.5583497,0.70973574,-1.4959689,-0.84982562,-1.5487288,-0.12750968,-0.3787143,0.26915497
402,-0.43037404,0.62911709,-1.2105796,-1.4680415,-0.87151538,0.85616347,0.59361521,-0.1470386,0.88778839
5572,0.87390438,-0.76963297,-0.96261329,-0.2650215,-0.93643352,-1.2072818,-1.5544063,-0.12637152,1.1122235
2195,1.3921704,-0.050851772,1.0006536,0.87007997,0.42970826,1.0291277,0.31671654,0.47894056,0.38701449
949,0.77826097,-1.3524738,-1.4779263,0.13909431,-0.32210953,-0.53554973,1.5177258,0.47781223,0.90683348
6961,-0.54031224,-0.024324614,0.20685963,0.81118571,-0.71062709,1.397564,0.93290397,-1.4894,0.70675102
2067,1.2912619,0.80063688,0.095484161,0.83187394,-0.29893342,0.91044586,0.81063451,-0.075698134,0.47480157
5523,0.35152452,1.4128756,1.3907102,1.2812755,-0.14471767,-0.11229597,0.091513785,1.2900477,0.48301371
7468,1.0998096,-1.2591009,-1.4613411,0.055001245,-0.31079481,-0.54098393,-0.00096715489,0.64083383,0.94968518
668,0.083789302,-1.4987466,1.1062042,-0.80608265,-0.94523204,0.9574579,-0.32901642,-0.44962141,0.61561997
218,0.78222734,-1.3503806,0.22300379,-0.80167408,1.1184909,-0.55759894,1.27485,0.054732494,0.9574731
3366,0.96347735,0.27641111,-0.40557035,0.020468333,0.60696174,1.0790635,0.52726832,1.5340565,0.7983942
7887,0.9996501,0.93718918,-0.94846862,0.45074172,0.76333888,0.27451604,-1.4865557,1.2925662,0.67028427
1962,0.79782929,-1.1292045,1.1250602,0.887752,-0.9480857,1.3919066,0.93881737,0.39851864,0.50021835
6250,0.53937547,0.27110333,-0.092349483,0.56207614,-0.98478088,-1.3623875,-1.2886168,-0.15448958,0.96884835
5940,1.4663942,-0.59531385,-1.3658592,-1.5327859,1.0678615,-0.4480327,1.3795729,-0.68344755,1.1198653
2213,-0.42594056,0.48967183,0.5705349,-0.1252949,0.89265778,0.074376716,-0.56347177,0.34280618,0.92987932
2633,-1.334362,-1.0051562,0.51763241,0.70314774,0.19766516,-0.84820706,-1.4083249,1.200947,0.63911263
1659,0.53688093,1.325343,0.33278728,-0.46228964,-1.5545811,0.96680616,0.26330265,-1.5595269,0.79281676
7781,-1.1096863,0.58509633,1.1946796,1.4587886,0.055708682,0.10261839,-0.84356042,0.64335603,0.46295783
7948,-0.41435754,0.96530583,0.58202169,0.25517063,-0.060875729,-1.1743737,-1.3978633,-0.65174586,0.77779209
5436,1.1444731,0.88006781,1.4678105,-0.18086494,-0.31312061,-0.2070938,0.73551962,-1.1450164,0.44741073
7859,0.048480408,-1.1314921,-0.4454932,-0.87559468,-1.0414393,0.40072545,1.2977665,-1.4673903,0.93697683
2145,-0.65352331,0.83936291,-0.27303413,-0.51852154,-0.31235396,1.0028195,-0.58258091,0.063049703,0.90607038
777,-1.0607108,1.5117875,1.2012143,0.02701437,0.5139579,-1.1979806,1.0646794,1.1300244,0.72866371
2434,-1.3101611,-0.83739174,-0.36935729,0.83999413,-0.18979154,-0.86377691,-0.93919411,0.67778591,1.1234786
3066,0.52953014,0.86924208,-1.1027892,-1.4331401,-1.245972,1.2266351,1.5270876,-0.56745718,1.0908893
5613,0.55729981,-0.028189736,0.30112877,0.36362735,1.5554299,0.71835997,-0.31895424,-0.43799291,0.722229
4557,-1.1895644,0.53770902,1.3400774,-1.1210252,-0.35320273,-0.23230613,0.46735305,1.3992382,0.67585509
6598,-1.3414937,1.3672913,-0.93713005,-1.2218563,-1.2815405,-1.5426038,-0.33249485,-0.509599,0.76833819
4686,0.65819278,1.4803835,-1.2827369,1.202937,1.0844205,0.41884721,-1.2002933,0.55702439,0.95069875
4983,0.60472205,-1.5452781,1.302211,0.35321054,-0.50067493,-0.3546725,-0.11954747,-0.29065401,0.69388177
1491,-0.012367968,0.294532,1.247129,-0.43089753,-1.3429395,1.2057185,-0.39302832,1.4945927,0.41805985
3545,-0.48558559,1.2728959,1.2154744,-0.79736484,0.54960816,0.18690925,0.12739009,-0.41932627,0.78756744
3153,-0.32409189,-1.335294,-0.23288069,1.47467,0.88505132,0.41313576,-1.0955864,1.4851445,1.0515842
3945,-0.22160465,0.29601265,-0.69510605,-1.4780275,0.94322444,1.5595817,-0.42147772,-0.29801677,1.1418028
7692,-0.80228043,-1.3299023,1.1302058,-0.85867067,1.0890464,-0.85169116,-0.15554265,-0.86804188,0.72979058
3753,1.4520464,1.455547,-1.1971039,0.60962955,0.023916375,-1.2126107,-0.2176163,0.41589026,0.82085414
6138,-0.78241058,0.84377523,0.44910727,-0.69037505,0.46284495,-1.289375,-0.84627242,0.74360202,0.48967115
7332,0.78740259,0.67962047,-0.71593017,1.3357892,-0.81802377,0.5713238,-1.5566078,0.96092104,0.96291509
3641,-0.10838061,-1.1502649,0.76674565,0.88574768,1.5221482,-0.7020089,0.37594894,-1.4657344,0.35449614
517,-1.2461042,0.14373891,0.80664989,-0.70806723,-1.5455064,0.10496847,1.3210975,0.35127971,0.48954518
4423,1.266868,0.014121515,0.9394958,0.92308705,-0.6859279,-0.5042765,-1.548467,-1.1268227,0.50463876
7131,-0.89276291,0.93745779,-0.007023428,-1.18679,0.45504005,1.5315926,0.98933637,1.2473685,0.76642272
6999,0.55510814,-0.73310178,-0.59640556,0.6587652,-0.10671219,-1.5360948,0.44420797,-0.55642112,1.0669221
5628,1.4212697,-0.89943966,1.5109404,0.23754783,-0.29205203,1.1936542,1.2333457,-1.1971186,0.52920763
7967,-1.036748,-1.4499987,0.091834158,-0.6626093,-1.5547051,-0.97800684,-0.97108835,0.1719958,0.88640043
6273,-0.023475931,0.49919338,-1.0727611,-0.299328,-1.2533389,-0.51720548,1.212096,0.53910454,0.41659145
1415,-0.10093084,0.65536737,1.3944408,-0.37869601,0.72214108,0.23575705,-0.79917786,-0.2117142,0.79948988
568,0.5659511,0.93105305,-1.4471092,0.33393354,-1.567981,-0.16581115,-0.38513579,-0.73908656,0.35399707
360,1.0025676,-0.55916758,-0.71961036,-1.5650819,1.5354342,-1.4468072,0.41303841,-1.3932604,0.96606051
6540,-0.89194985,0.69604816,-0.78805806,-1.0330961,-0.74939123,0.77510316,0.98815636,-0.38017687,0.90927779
7052,-0.41704675,-1.1408677,0.8637101,0.51974721,0.74005529,-0.55187101,-0.56008308,-1.016846,0.72524449
5341,-0.14261954,-0.6384871,0.80526316,0.023832733,-0.10964586,-0.16803012,-1.0928756,0.78063307,0.66751747
5340,-0.46189195,-1.4847569,-1.5239245,-0.22355691,0.086351292,0.76935963,-1.5017938,-0.84072726,1.1428958
3100,-0.56787897,1.0988785,-0.50491942,-1.5265069,-0.15197282,-0.57128496,1.389223,-0.91251602,0.98332318
4655,-1.5123343,-0.66314798,1.4441973,-0.72047154,0.57199111,-1.1591376,-0.76401883,-1.5333693,0.66115545
759,-0.47459072,1.2582352,-0.92972839,-0.0014383667,-1.2254533,1.0425572,0.85331505,1.4182323,0.4811524
3548,1.1452126,1.0832956,1.5506591,1.1262716,1.4749381,0.057474674,0.64960712,-1.3218579,0.32167028
4483,-0.32022299,0.28626039,1.0232942,1.2324798,0.900405,-1.1570185,-0.97956383,0.077233791,0.75563338
7701,-1.2945346,1.520012,-0.76503701,0.55174285,-1.3198302,-0.99351302,-0.21686521,0.27413789,0.98964923
7898,-0.85676225,0.96616614,-0.46169723,1.0085488,-0.25843373,0.53709549,1.5364917,0.04547015,0.49814285
6646,-1.3842406,1.1323556,0.68918383,1.1830592,0.071054214,-0.36584171,0.017479894,-1.0688564,0.33681111
7095,0.69102499,-1.3744598,1.2646837,0.85568424,1.1376671,-1.0434135,0.5656196,-1.3760534,0.26340886
214,1.2560686,-0.048286174,0.78690847,-0.61924945,-0.29920282,1.5483021,0.084653107,-1.209224,0.32386087
3662,-0.96866593,1.209956,-1.149167,1.3425107,1.3132388,1.1791379,0.92158062,-0.4089258,0.45694289
6067,0.84686326,-1.4734296,0.82822213,-0.014860944,0.75523397,0.88828775,-1.2956779,0.55092065,0.79751043
5952,0.96495764,1.0217843,0.83056285,0.91125065,0.36227417,-1.4054234,0.21783536,1.0976207,0.69484712
7769,1.5415112,0.96959574,-0.24311512,0.85014953,-0.7288669,-1.1298871,1.5008742,0.76398121,0.49025651
7025,-0.94558537,-1.4024232,1.2119233,0.061540911,-0.49774012,1.452986,-0.93102414,-1.5466835,0.20367727
3794,-0.96667681,-0.42198402,-0.85762307,-0.57544166,1.2000443,0.13783165,0.11350318,-1.0134206,1.2026713
7340,1.2418378,-0.61705285,-1.0701169,0.37130592,-1.536244,1.4016338,-1.2064895,-0.14349476,0.32076223
1473,0.77422297,1.0946447,-0.99978219,-0.38108306,1.4029422,-0.21187144,0.6860855,0.57010627,1.1884682
2244,-0.11100656,0.6295398,-0.96001863,0.80930314,-1.0794266,0.96499514,1.0078219,-1.4982359,1.0187188
725,0.60861513,-0.63817057,0.69931285,0.040141971,-0.28496877,0.088118049,1.3110395,1.511994,0.56777519
6068,-1.3254516,1.2437633,-0.46775262,1.559521,1.1829374,0.60397757,1.0615355,1.049808,0.63226185
3560,-0.28179822,-0.98936908,1.2742357,-1.0649744,-0.77096136,0.58388075,1.1775183,-0.25681151,0.25440729
49,1.2628763,-1.2120054,-0.70516883,1.3077102,1.1744834,1.5072309,-1.3607575,1.0910499,1.1722645
6416,0.1612704,0.21173419,0.4645321,-0.68791737,-1.5610285,-0.44772583,-1.0860158,-0.50430882,0.62268423
6105,0.76536926,0.42862469,0.96098548,1.3541637,1.5135842,0.039652315,1.2925162,1.4922887,0.55454704
3130,-0.92751421,-0.81026785,-0.08971643,-0.21581826,1.3292211,-0.16930419,1.151952,-0.98798546,0.74074985
887,1.1780111,-0.041761794,0.95230963,-0.0053316101,1.3585672,-1.1266867,-1.5196321,-1.252173,0.51892487
7168,-1.0121539,0.55541803,0.83494449,-0.79072247,-1.1969875,0.70318066,-0.11480181,1.1220205,0.63418799
4526,-0.86175211,-1.3830683,0.5132719,0.3062917,-1.5635154,1.2983282,-0.00055226401,0.30294578,0.1413705
2893,0.40531548,-0.14419476,-0.71917348,-0.79411293,0.36722776,1.4778514,-1.1992147,0.28722271,1.1048434
6568,0.97765716,-0.65125656,0.76505499,-0.30404895,0.28012646,-0.96829279,-0.19573232,0.561837,0.6655016
7398,0.77061769,0.57532407,0.91337432,-0.78561618,-0.82692711,0.65213726,-1.3436217,-0.95687856,0.45987221
516,0.019178791,1.2411685,-0.86857705,-0.30397678,1.3231266,-0.1702794,-1.2898679,-1.1327245,1.1603264
3168,1.4473386,0.23672446,-1.5108721,-0.47664841,1.1854863,-0.42542882,-0.56826885,1.0409757,0.90318819
2949,0.82440096,-0.67609542,0.04391704,-0.52326956,0.11745318,0.045398465,-1.4797409,-0.93557532,0.73739507
4056,0.70385233,1.3516458,1.2820317,-1.1271515,0.33556226,0.54417042,-0.34613002,-0.53779395,0.83183209
139,-1.5473878,1.4220871,1.0875758,0.18604652,-0.78232439,-0.13870398,0.65922903,1.4503427,0.55841646
6167,-1.0978155,-1.4469054,-1.2785518,0.76835901,-1.3525546,0.20590107,0.42226961,1.4169264,0.64990662
4059,0.058594829,-1.091889,1.2576482,-0.39481999,1.4201059,-0.9216731,1.1226959,-0.37891121,0.50653371
2378,1.3532639,-0.83892623,0.24048339,1.2641276,1.3860541,-0.75892414,1.4099862,0.63709301,0.56377079
7405,-0.088325618,-0.17713526,0.6164597,1.5697009,-0.031145521,-1.0786659,1.4596913,1.4992766,0.47696187
3197,0.12642873,-1.3954975,0.28672738,-1.1717916,-0.27803685,-0.56197613,1.3901553,-0.064966921,0.96582548
4352,1.4872606,0.23760388,-0.20643404,-0.14813723,-0.98920549,1.0642101,1.2810967,-1.4152934,0.71524687
112,0.84489749,-0.04550247,1.5346334,1.5145038,1.5220159,-1.2861726,0.60588783,-1.0924631,0.59321578
3195,-0.044038611,-0.54337009,0.57755245,-1.3635848,-1.4981996,0.21221008,1.3792961,0.72682912,0.67883569
463,1.0794746,1.1164168,-0.72667692,-0.80972469,-1.3717115,-0.19869268,-1.2006498,1.2821763,0.86450441
8191,1.1550105,-0.42933117,-1.5672604,0.8830768,-1.2037771,-0.12650646,0.33104203,-1.3273843,0.49685261
