,theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
7356,1.880477,-0.818875,2.053284,0.726732,-0.335538,1.347904,1.766166,0.614237,-1.362904,0.590306,1.695574,1.688228,23.980999,-1.356978,-6.724242,-64.340315,-17.67162,1.271309,2.395078,0.827996,1.382131,1.979468,1.913558,1.16053,1.277881,0.352265,2.264248,2.461843,2.448952,1.788729,2.41846,2.310502,0.070218
2282,0.705861,2.323525,-0.076817,0.129995,-1.716319,-1.635581,-1.84457,1.116593,1.838313,2.101077,-1.844562,1.248294,16.731533,-43.129813,67.228923,-33.49484,2.219689,0.719783,0.641718,0.349374,0.932041,1.8131,0.272413,1.198189,1.960306,1.613972,1.531042,0.465703,0.813308,2.012872,0.841709,2.361136,-0.001383
7181,-0.780086,-1.045244,0.370711,0.753714,0.765165,0.024268,-2.105168,-0.945612,1.993068,1.830956,0.974822,-1.137894,-54.376154,49.987758,-5.755444,18.261271,17.18936,1.398482,2.290139,1.112762,1.687954,0.694329,0.332622,0.630976,2.061929,1.833894,1.004149,0.975249,1.259172,0.905121,1.613708,1.592381,-0.020358
7165,0.856415,2.130616,-0.186424,0.515806,-1.651378,1.256361,-0.546893,2.243417,1.291179,0.289089,0.250478,1.615487,-41.1727,-39.563595,4.658867,1.570069,-11.846616,0.533774,1.896163,1.315597,1.982934,1.677251,0.808376,2.367458,2.364761,2.042359,1.421213,1.823251,2.121734,1.225854,1.174297,0.913379,-0.007672
4093,1.70446,0.254431,2.093487,-2.171823,0.337849,-0.193176,0.128779,1.406934,-0.42436,2.335039,0.227085,-0.425501,63.75358,56.417004,50.58562,-7.490908,-49.694621,1.112622,1.582477,0.943729,0.254518,1.941384,0.837978,0.399202,1.388902,1.017723,1.877621,2.421981,0.739828,2.284983,2.204762,1.682823,0.014622
5665,-0.313854,-1.786573,0.416817,-1.878138,-2.285225,-1.799577,-1.371583,0.807027,1.443071,-0.974135,-1.449984,-2.109253,34.349847,-32.125263,70.713157,26.034315,8.726348,0.831003,2.422003,1.095924,2.188574,1.869119,1.2845,1.342785,2.186177,2.072648,2.001491,0.803926,1.832391,0.491715,1.495991,0.869365,0.008441
6958,1.646955,-0.197338,0.867818,0.577822,-0.774288,2.167511,-2.124488,-0.49837,-2.192483,1.826307,-1.766767,-1.291063,52.818066,13.229187,42.953183,-35.856873,53.536468,0.436198,2.177367,0.254432,0.481746,0.461645,2.367599,2.492672,0.846028,0.691973,1.233446,0.52297,0.307053,0.642937,0.586616,1.247935,0.03193
386,0.657469,-0.477541,-0.832813,-1.285681,-2.13289,-0.335022,0.583314,1.98163,-1.91287,-1.689343,-0.64032,1.230638,20.971426,-33.245286,-3.526499,-19.87019,-58.291448,0.559592,1.558741,0.257879,2.16412,0.371652,1.850367,1.125147,0.589102,0.287888,0.282722,1.216767,1.450226,1.201349,1.065117,1.925505,-0.007791
1628,0.168779,-0.194181,2.087069,-1.652729,2.122504,0.133551,1.495195,-1.427084,1.065098,-1.271821,-0.094972,1.3062,-54.791616,-32.690678,17.777901,-6.815549,51.069897,1.851279,0.698117,1.004916,0.374225,2.343936,0.777659,1.368087,2.185351,1.694576,1.74347,2.255469,1.164546,1.268618,2.158891,2.477125,-0.000349
3585,0.079619,-0.160374,0.085749,-0.811311,1.951325,-2.306049,1.633285,0.946902,0.845003,-1.177684,-1.296725,0.74595,70.894759,-71.779112,58.456721,-17.896647,-38.943831,2.440503,1.537966,2.088392,1.100194,1.958325,2.073532,1.106951,0.777081,0.645905,0.972635,2.322765,0.455491,2.429069,0.618677,2.346839,-0.010485
2714,1.051233,1.332982,0.738367,2.015918,-0.550991,-0.658284,0.902723,-1.833417,0.068262,2.174368,0.033596,-0.84176,-27.813286,-57.903834,10.27009,-40.589177,17.693769,0.312557,0.890437,2.328921,0.424854,0.529066,1.513933,0.929472,1.393649,2.065639,1.190507,1.094255,1.141048,2.352572,1.934737,1.618696,0.032458
4830,-0.846586,-1.871561,-0.125512,1.6734,1.303351,2.238272,-0.362154,1.690565,2.33903,1.322249,-0.581216,0.282445,53.305299,-47.842649,58.593418,29.570442,40.41631,0.27893,0.472204,2.087042,0.909796,1.446034,0.488897,1.386875,0.715962,1.667882,0.842235,2.192867,2.012575,0.352528,2.191568,0.434947,-0.008157
5842,-1.447546,1.158824,0.044556,-0.419827,-1.592735,1.991351,1.251004,-1.051895,1.67873,1.346236,2.00899,0.833047,16.143267,-30.112835,-6.422914,50.083276,-50.385537,2.429292,2.107226,0.389591,1.849036,1.247297,1.571264,1.490696,1.870328,1.348466,0.912049,1.059458,1.317404,0.854381,1.584036,2.385584,-0.000116
7167,-1.5437,1.45453,-1.586502,-1.651149,0.391203,1.170161,2.098204,1.70828,-1.528146,-1.033546,-0.933254,2.348916,-68.877368,-71.925123,4.452072,-24.018776,-33.569751,0.52301,0.979131,1.253187,1.560251,0.890038,2.375577,1.572776,2.153566,0.736065,2.044875,0.958365,0.999016,2.469024,1.627933,2.165478,0.029285
3189,-1.0104,1.659553,-0.520584,1.455868,2.046536,0.401813,0.411985,1.737629,1.664318,-0.553735,0.347594,-1.356802,-16.356686,43.173147,61.088305,-38.86323,-74.299413,1.371518,1.350081,1.058188,2.474331,0.835394,1.966827,0.953019,1.138143,0.77505,0.266909,0.932234,0.551896,0.469703,0.543179,2.467713,-0.026972
4305,0.57174,0.679436,1.164464,0.600411,1.880971,-1.937264,-1.699091,0.452826,0.135758,0.889598,-0.93939,-1.824174,-2.993214,-56.942674,-35.51678,69.472428,23.103482,0.628305,2.17386,2.066723,1.418048,0.386116,1.947091,2.267308,2.152573,2.038281,0.39216,2.279809,0.756366,1.250947,2.158825,1.374252,0.023428
909,1.069427,0.812041,0.893618,0.652229,0.989699,-0.856712,2.304657,-1.475846,1.47648,-0.235451,1.188201,-1.014985,-0.159264,23.257861,-5.13046,22.355075,-28.256157,1.356453,2.3987,0.951604,2.106953,0.315074,0.446097,2.058671,1.08983,1.024045,2.366439,0.996766,0.645607,0.470599,2.10238,2.198337,-0.017735
6195,-0.663591,1.257229,-0.097739,1.923611,-1.56586,1.278104,2.026398,1.239789,-1.050208,1.762597,1.889549,0.85495,33.849846,-35.633688,54.612728,26.125185,35.989481,0.253144,1.346359,1.506271,0.391606,1.97768,1.124046,2.350185,2.311401,0.714635,1.878238,1.538154,0.756557,2.20183,1.904184,1.128161,0.019382
1866,-0.106357,-1.55396,-1.3441,0.900869,-0.003122,-0.640276,1.975927,1.203696,0.238992,1.78296,0.131314,1.595745,47.28012,-63.020837,-41.209394,-56.285797,54.607402,0.423973,1.457504,2.013823,1.08151,0.691113,0.286962,0.471357,1.344157,0.497973,0.927792,2.39779,1.401349,0.979569,1.873185,2.116892,0.05868
1842,-1.906765,1.961588,0.53197,1.41897,-0.764817,1.114682,-2.005082,-1.116563,-1.348977,-0.954208,-1.117575,0.495056,-53.375635,65.702443,-39.033733,60.054352,-16.512793,0.91724,0.545802,1.537581,2.376437,0.268116,0.967778,1.691683,0.362257,1.449981,1.57638,1.975614,2.395488,0.96291,0.87801,0.459541,-0.044399
2497,1.90533,2.199979,1.64786,0.86533,1.165834,0.051223,-1.458432,1.978338,-0.6809,-2.200418,0.410439,-0.691868,61.854475,-61.840485,-3.031512,49.377587,-60.902615,1.521227,2.020052,2.256691,1.449667,0.799815,2.488466,2.142645,1.688692,1.841861,2.159762,1.364916,0.643705,2.247196,1.620354,0.784545,-0.022919
6702,-1.836225,9.5e-05,1.59497,-2.1255,1.3457,-2.295262,-0.856087,-1.326766,0.070663,0.108281,0.904849,0.925156,-56.610875,-8.979805,-23.573903,-56.583311,4.289993,0.653675,1.064137,1.194122,1.116116,1.808856,0.941187,0.286236,1.776367,1.649206,1.951968,0.982105,1.734208,1.839407,1.411419,1.462846,0.009154
5316,-0.831909,-0.228582,-1.185536,-1.315913,-1.308003,-0.317999,-0.765395,0.832149,-0.433989,0.721085,-0.996835,-1.266439,25.843096,-55.086881,-45.205549,-19.661212,4.006983,1.305368,1.070962,1.151568,1.397436,0.465287,0.579165,2.032262,0.480657,2.404509,1.836433,0.930503,0.70945,2.481332,1.498935,0.853222,0.0093
5195,0.710519,0.505007,0.639611,0.977034,-1.662353,0.584892,0.244281,1.139713,-0.705916,1.464813,1.588165,1.324495,-17.22618,-20.407845,55.352474,9.028867,-51.837484,0.886051,0.612071,1.578742,1.175322,2.389267,2.15705,0.794574,2.155431,0.572626,2.382657,1.322584,2.420372,0.686947,2.274393,1.979791,0.005803
4006,2.167643,0.09423,0.358328,-0.02206,1.511926,1.74036,0.432212,-2.3129,-0.420832,0.371493,-0.231467,2.16011,22.842276,60.129639,48.835023,-29.774844,-25.800705,1.638142,0.501837,0.625829,1.056848,2.445605,1.782077,0.860233,0.933381,1.833039,2.391679,2.198907,2.280508,1.25466,1.577986,1.964361,0.001012
2702,-0.121214,-1.483888,-1.747842,1.049424,-0.794012,0.523095,-1.653827,-2.195124,-0.159895,-1.292503,1.019292,1.700509,-5.726441,55.707506,-23.943724,27.825357,-39.216718,1.144299,0.735011,2.324253,0.717696,1.566396,0.66732,0.893639,2.146611,0.836012,1.09721,1.309487,0.545354,0.76845,1.834358,2.055153,-0.019495
7382,-1.64943,1.012757,0.249869,0.802755,0.337733,-2.148417,-2.113556,-0.554156,-2.011229,-0.752006,-0.344355,-0.756917,61.808864,71.57369,-60.996126,-61.886627,-28.539398,1.950017,1.941488,0.33942,2.379082,1.976041,0.569459,0.892571,2.196152,0.975118,1.303093,1.079359,0.5356,1.075157,1.914189,0.515785,0.065399
331,-1.954499,0.793743,-0.341746,0.680718,-0.855976,0.534023,-1.778653,1.573486,-0.349796,2.047631,-0.05004,-2.218587,42.489828,-23.454299,3.595763,-16.015689,74.321222,2.376661,1.793961,0.353859,2.051685,0.671041,0.436013,1.319003,0.733035,0.616154,0.452675,2.351369,1.957955,0.347507,1.047265,1.136774,0.011539
4810,0.157686,1.864723,-1.703484,2.02372,-1.367192,-0.783525,-2.28304,1.935345,-2.276485,-0.991156,-0.061813,-2.15939,61.929821,4.494627,-58.797021,-1.531831,54.515581,2.025433,0.453285,1.365936,2.03535,0.618259,2.07135,0.431452,1.161747,1.482228,1.314835,0.430194,0.264015,1.79778,1.539764,0.810934,-0.013553
7588,0.544361,2.333343,-0.008289,2.060151,-1.68112,0.907058,0.351572,-0.467063,0.906813,0.94761,-1.388855,-2.020621,51.384736,73.25607,14.775976,-60.171004,5.939204,2.428131,0.599556,0.487874,2.202863,1.265083,1.247474,2.292839,1.494631,0.516099,1.82043,1.972504,1.875517,0.820123,1.801567,2.188127,0.004632
2459,-1.822612,-2.102864,0.087188,-0.18315,-1.007266,-2.213606,0.239493,0.78425,0.337923,1.035659,-1.249297,1.471636,-48.945971,-34.935896,-67.602285,58.391014,-72.22122,1.044384,2.207134,1.050506,1.606308,0.964948,1.375816,1.59222,0.436187,2.000622,1.953677,0.457854,1.651053,1.501885,0.932628,0.425699,-0.034941
1774,0.61573,0.172527,1.541058,1.274018,-0.679872,0.93964,1.316318,-1.308082,-1.634426,-1.282862,-1.883932,-0.706407,-66.112995,38.890231,-71.891696,-33.737489,-25.973371,0.858404,1.702986,1.327139,2.481974,1.032907,0.567465,1.130359,0.451528,1.076283,0.596227,0.780299,0.729672,0.339744,1.08285,0.708904,0.013988
5107,-1.567807,1.547489,0.97005,-1.23969,-1.998484,1.392928,-0.211541,-2.233554,-0.450438,2.292357,-0.855051,1.947206,-26.859388,74.270763,-31.283267,-27.869782,42.574047,2.005108,0.848256,2.145188,1.67321,0.38202,0.601775,1.781848,1.526136,1.261543,0.252624,1.599963,2.326327,1.824662,1.094161,1.817232,-0.008093
5364,-0.928789,1.984138,-2.167515,2.05648,-2.120216,0.608111,-0.652183,-0.225564,-2.293838,-0.482514,0.401814,0.429172,-50.198144,69.788899,-57.981704,51.494143,-37.941211,0.95593,0.562253,1.283606,2.067553,1.862437,1.479584,1.867246,1.307046,2.278856,0.476047,1.416956,2.274567,0.399453,1.109136,1.500953,0.022042
2686,-0.111954,-1.373488,1.783492,-0.3556,-1.261236,-1.265734,-1.472942,-1.561431,0.328985,1.623518,1.735412,2.09628,74.864316,44.55409,20.598402,-2.660124,-8.709828,1.583744,1.991193,0.987045,1.518578,2.486899,0.56379,2.370421,0.420852,0.754643,1.530234,0.392096,1.204091,2.150462,0.310621,2.115493,-0.008163
6901,-0.877266,0.852372,0.158423,0.11725,0.848149,-0.140551,-1.329407,-1.913547,1.068113,2.28539,-0.131145,1.251866,-22.656072,69.400637,16.509785,-20.039028,-45.947065,0.890218,0.895718,1.084456,0.708164,1.111423,1.692421,1.525655,2.187101,1.86121,1.10587,0.611172,2.214126,1.558504,0.777818,1.779649,0.013477
6647,0.184261,0.837847,1.073946,1.363126,-1.570422,0.005997,1.83379,1.489949,-0.05684,1.303288,1.178131,-0.615304,72.564393,-60.252695,-17.047407,-15.772335,-35.633464,2.250435,2.063192,0.57249,2.342317,0.578111,2.306463,0.977741,0.388968,0.387667,1.020682,2.099081,0.750393,2.110697,2.490626,2.458597,-0.016733
6219,0.243767,1.927686,0.939814,-0.467064,0.897593,1.492141,-0.923886,-0.430345,0.710419,-1.184802,1.589736,-0.552854,32.323986,-30.774857,-33.024172,-37.255668,-56.009626,2.068271,0.425304,1.33648,1.973103,0.685869,2.149127,0.373745,1.039657,1.510472,1.252206,0.817598,2.125635,1.551417,0.914747,1.397974,0.01772
6706,-1.389259,0.615491,0.85719,1.021257,1.737568,0.62896,1.046939,-0.162334,0.126878,-2.279385,2.104474,-1.301824,-4.242726,-57.499571,54.717693,-9.734485,42.507275,0.921468,1.863962,2.352745,0.337582,0.74066,0.524892,1.10489,2.142432,0.363434,0.986406,2.025266,2.14435,1.098776,0.623779,0.354685,-0.010081
6312,1.805731,1.137363,2.215291,-0.18325,2.012511,-1.24874,1.414495,-0.578358,1.188067,1.44612,-1.558508,2.332515,6.666609,-4.300842,15.746067,44.144061,29.239608,1.826393,0.928507,0.913992,2.214184,0.288692,0.300596,2.36251,2.458236,0.320185,0.842071,1.689754,1.688689,1.795918,1.750061,0.522773,0.027352
8182,1.408625,-0.283918,1.836758,-0.462483,-2.224739,1.624767,-0.827768,-1.31633,1.105421,-2.136172,1.041374,0.5528,-60.909799,39.003664,34.584854,17.648817,73.674978,1.455308,1.117785,0.612844,1.075063,0.327095,2.230803,0.60177,1.696443,1.620022,1.968465,1.483059,1.777485,2.434206,1.450288,2.232938,0.012223
7139,-0.285783,-1.229408,1.161137,1.223441,2.216147,0.058448,2.16367,-0.712563,-1.870589,2.066006,-2.229116,-1.260406,-46.044898,-26.608843,-64.82052,11.517738,-71.369846,1.930027,1.211601,2.384482,0.486328,0.967583,0.672827,1.211207,0.263849,1.25848,0.51803,0.524216,0.993966,0.843986,2.371123,0.958591,0.018391
6169,-0.481265,-2.168632,2.139191,-2.136694,1.700448,-1.215923,1.618124,0.618592,1.15287,-1.06458,0.541751,0.872952,64.969291,-61.120721,-55.961249,-40.707496,-20.886874,0.689651,0.464409,1.567932,1.741192,2.216321,2.456515,0.644006,0.558241,1.352777,1.366926,0.680499,1.896464,1.865213,0.887302,1.386961,-0.013665
173,-1.915942,-1.480639,1.025127,0.816639,-1.9451,-1.450745,-0.775917,-1.650737,-2.106715,1.324519,-0.141129,-1.628905,62.991951,5.726013,-62.903853,-25.052473,-6.919116,0.781306,1.913579,1.520412,1.812878,1.040697,0.987927,0.580913,2.153957,0.553078,2.324452,1.816955,2.070912,2.064729,1.65367,0.488409,-0.014572
4615,1.28158,-0.820999,-0.647054,1.151125,-2.116423,-1.607485,-0.8819,-1.635772,-0.335545,1.221845,-1.043171,2.221203,6.694772,19.027405,-6.403048,-66.036768,-29.95934,1.725636,1.76842,0.837168,0.288316,0.732315,2.018262,1.431292,2.472794,2.005129,1.210656,2.252468,2.477654,0.426378,1.388703,2.186971,-0.037935
3321,0.806689,0.471745,-2.333804,1.678084,-0.091553,2.215018,-0.067733,2.005669,1.564728,-1.465213,1.112266,-0.187683,-57.17,43.814884,46.748264,-1.919835,-16.666904,0.315121,1.245825,1.583131,0.675172,2.364463,1.520635,1.067522,1.840909,1.913111,0.40649,2.373543,1.135264,1.888008,1.493104,1.846713,-0.000629
4761,-2.025092,1.867328,-0.331497,-1.420875,1.73682,2.194536,-0.300071,-1.039671,-0.205198,0.697824,-0.807046,-1.765189,53.351438,-22.378199,-60.39821,-62.70758,-26.304746,0.567027,0.524502,1.300785,0.551552,1.436922,0.343241,1.345927,0.987051,1.614179,0.503866,0.971702,2.396445,1.305848,2.395843,2.441982,-0.023951
3372,-2.246738,-0.554888,-0.177529,-0.780868,-0.040332,0.732152,1.233036,-1.448594,-2.311945,1.497952,-2.220712,-1.387905,-6.191724,35.703042,61.019317,1.658599,-23.920381,0.927454,1.218463,0.716548,0.265636,2.045878,2.063172,2.477259,0.54606,1.382842,0.425831,1.19894,1.07556,1.94084,0.69944,0.735499,0.006051
3311,-0.433635,1.962305,-1.552594,-1.945253,0.686988,0.859328,-0.743802,0.882308,-0.941404,2.022811,2.213304,-0.59347,53.412295,-49.563697,-67.056908,74.540775,6.798599,0.835748,1.167741,0.97926,1.179066,2.314573,2.27611,1.576604,1.237354,0.96759,0.78322,0.334594,2.26582,1.883253,0.333105,1.998279,-0.080411
7772,-2.050548,-1.865307,1.30876,-1.102708,0.606475,0.128623,-1.223891,-0.35387,-0.466232,0.746105,0.114791,1.929184,-68.62426,-17.941636,-45.06854,33.053457,-70.545926,0.394323,0.378902,2.206708,0.639055,0.604223,2.42642,1.085788,0.593339,1.748631,1.236195,1.734573,1.225537,0.345185,0.281521,1.27626,-0.025546
5099,1.324967,-2.023248,-0.12469,1.351559,1.937987,-0.285415,0.245121,1.114542,0.352683,-0.638474,-0.718413,-1.232345,-34.299327,-18.785675,19.152725,-0.145118,-38.993868,1.076006,0.437379,1.774808,2.454798,1.038476,1.916024,2.115043,1.279905,0.604932,0.837442,0.379403,1.633636,1.262256,0.989718,1.440879,-0.003883
6423,2.28595,-0.15122,-1.580035,-1.332051,0.771002,-0.842859,-0.486137,0.777121,-1.672558,-1.276742,2.020296,-2.354345,14.484735,-5.060175,3.642989,27.719029,-26.280874,2.085157,0.730152,1.669117,1.34307,2.48435,0.463843,1.06231,1.994843,1.571577,2.24701,0.753449,1.722537,1.429051,0.81038,2.310289,-0.0213
7890,-0.565412,2.012327,0.359126,-0.736204,1.357461,2.167514,-2.077539,1.610915,1.980692,1.174197,-0.764474,2.172751,35.987532,42.446873,4.601877,-56.248393,-66.741836,0.924542,1.769859,0.277599,0.609235,1.155424,0.957223,2.042202,1.044306,0.894851,2.267648,1.111711,2.033402,1.645667,0.970132,0.753686,0.026311
3403,-0.405126,0.45752,-1.086544,-1.033463,0.452583,0.765211,0.784162,-1.141075,1.373159,2.121802,-2.239796,-1.687323,9.870585,-5.0822,-66.540364,56.108751,-30.218038,1.756433,1.870963,0.768611,2.290701,1.559217,1.508625,1.712837,0.397129,0.301218,1.566184,1.600321,1.593435,0.614631,1.855998,1.254908,-0.050502
18,-0.327488,-0.017718,-0.906712,0.757062,0.484575,1.236466,-0.352568,-2.138922,1.95114,-0.705228,-1.10042,1.371851,-32.252242,36.570264,-63.57085,14.717209,2.129847,0.570186,1.8688,0.424185,0.519766,0.450781,2.033368,1.073135,1.671893,0.763045,0.99224,1.0808,2.248817,1.868345,1.782193,0.564604,-0.009839
3691,1.624206,-0.832845,-1.824437,0.204412,0.218464,0.766498,-1.146473,0.180402,1.949782,0.039281,0.467719,0.687941,-62.997482,51.319026,18.863408,-62.700035,-49.495259,1.872786,2.169923,1.140136,0.516043,0.879705,1.946138,1.993592,0.803591,0.696014,1.65341,0.605164,2.499319,2.306664,2.108644,1.733646,0.064257
6189,2.167052,-0.412944,1.002646,-0.031751,-1.142217,1.02643,-0.844656,2.300258,0.000817,-0.398978,0.110223,0.546287,54.317502,14.263033,18.801899,-46.483977,-56.200421,1.217767,0.262999,0.473016,2.22487,2.135219,0.616817,0.338305,1.637277,1.717659,0.4433,2.286317,2.125913,1.716358,1.072405,0.661591,0.016007
4096,-0.724016,-1.143227,-1.809877,-0.123709,-1.01633,0.951239,-1.666944,-1.174227,0.256698,-2.230559,-1.950895,0.103694,-25.500581,-38.263212,-39.799571,-61.382713,40.738704,0.55587,2.013409,0.864202,2.398285,0.732958,1.571164,2.05256,1.866732,1.663876,1.016568,0.465499,1.899352,0.901231,1.482904,1.419789,0.033103
3628,0.985845,0.330719,-2.227297,1.040962,-1.652265,0.48686,1.953676,-0.497054,1.079492,0.32167,1.194054,-1.594404,70.318895,-0.338095,17.640924,-58.983155,20.114196,0.764505,0.78484,0.556224,1.211313,2.03128,1.97006,1.306842,1.09817,1.702383,2.451774,1.968563,0.897317,0.959289,0.766957,1.504216,-0.001043
6485,0.743664,1.504741,-1.214714,-1.624918,-1.698795,0.71449,1.259245,0.788723,0.125573,-0.637711,-2.037698,2.043677,-16.521591,-28.378216,47.326944,-26.051624,0.347549,1.243897,0.678704,0.979655,1.05986,1.311355,0.440273,0.91775,2.369661,1.151217,2.24625,1.480151,2.40446,1.005678,1.924483,0.276809,-0.008197
2174,0.605365,0.319543,-1.561421,0.484069,2.172036,-1.467223,0.323501,-1.011614,0.09616,-0.188807,-1.84537,1.806358,71.460404,-14.985065,-3.986972,40.963913,-19.514676,2.377685,0.996375,0.832962,1.589107,2.12156,0.553216,2.393266,1.878787,1.765884,0.957778,2.379497,2.208792,1.919227,1.944778,1.627718,0.018443
1356,-0.604265,-0.681001,0.811651,-0.940352,0.852998,1.250343,1.978184,1.434558,2.032183,-0.499792,2.180855,0.660244,-30.662401,57.027569,-37.648448,-57.470702,-60.087719,2.210662,1.841739,2.363434,2.238486,1.481433,1.446465,0.985048,1.706672,0.293089,2.198963,0.964543,1.316218,1.167361,1.335031,2.359237,0.043258
5162,-0.537402,1.526094,-0.477864,-1.54671,-2.015015,1.584928,-1.248801,0.377663,-0.210029,-0.378439,1.299288,-0.075733,-15.69454,71.872263,7.13136,6.767474,40.936524,0.927309,1.03334,1.088763,1.08107,2.288555,1.500238,2.499668,1.419515,0.288809,2.264582,1.329871,1.146913,1.912878,0.983272,1.098027,-0.003017
7427,2.216232,1.490828,0.583209,0.227574,-1.616951,0.246867,2.18582,-0.700552,2.077729,1.585331,0.803725,-2.212606,-57.41109,41.818638,-54.148941,-31.253932,15.171524,1.192086,0.632679,1.429556,0.306196,1.979101,2.494886,2.04264,1.652276,1.810796,2.055816,0.356552,2.317615,1.648392,1.774871,1.265831,0.00264
3112,-1.571295,-0.525143,0.228571,0.998218,0.936914,-2.082237,-1.962891,1.119772,-1.273735,0.71859,-0.503829,0.306728,-5.47075,3.099168,37.723821,-25.743387,-69.101193,2.368695,0.663248,2.201665,1.375485,0.524361,1.178333,1.24549,0.450874,1.341513,1.049838,1.629884,1.209159,1.838769,1.946246,1.564415,0.014625
182,-0.591418,-1.535596,0.989208,0.306672,-1.12417,-1.963024,-1.100495,0.109898,-0.205045,-1.430247,-0.260924,1.89227,-16.841941,-12.499208,-74.182552,13.844527,34.961314,2.046964,2.325862,0.755327,1.775605,2.345321,1.551331,1.714231,1.328933,1.118371,1.4653,0.300031,1.877297,1.479553,1.35522,1.927448,-0.011829
6400,-2.001536,1.936178,2.298726,-2.195741,-1.0971,0.621287,-0.677702,-0.296436,-1.204794,0.171112,1.315194,-1.355375,-3.155375,67.621279,-39.169065,35.524003,51.922777,0.866579,1.850687,2.003071,0.372145,1.135258,1.784799,1.621407,0.490428,2.371081,0.260205,0.75761,1.895668,1.989658,2.190467,2.183932,-0.012472
6478,-2.119174,-0.713172,2.033678,1.068758,-1.010896,-1.959268,0.758111,-0.731893,-1.589312,-1.742773,1.423285,1.061026,31.194332,33.134605,-56.695035,-73.457521,49.43807,2.209662,0.790782,1.430943,1.103869,0.718757,1.391089,1.781727,1.738032,0.848444,0.792644,1.225858,1.246196,1.068154,1.22043,2.261989,0.040554
1812,1.958392,-1.345015,-0.332041,-1.14197,0.479296,2.052131,0.197958,0.135588,-1.971696,-0.772947,1.134704,-0.068281,70.88539,70.744164,-52.839844,70.73387,74.156698,1.399291,2.385828,0.605848,0.490781,1.556764,0.781026,1.701674,1.787371,2.100624,1.935521,1.308806,0.357988,1.707542,1.405963,2.026836,-0.079833
6220,-1.310744,0.747441,-0.981967,-1.134736,-0.46557,-2.271619,0.666018,1.8454,-1.306843,0.336464,0.086634,-0.075556,-71.044386,-43.00238,-41.003344,-43.199577,-55.286023,2.242204,0.97075,2.141307,1.694691,1.42171,1.173983,2.375913,0.476833,1.135735,0.789314,1.505569,2.089868,1.16197,0.728666,1.447677,0.047188
5850,-1.478733,0.080822,1.206076,-2.186536,-1.904001,1.288117,0.671318,1.375382,1.781304,0.574033,1.507362,0.437716,20.633555,-11.840074,53.877998,-22.486151,-74.743915,1.810262,2.073385,0.878455,1.199758,1.335544,1.990944,1.296993,2.060828,1.343022,1.676099,1.694733,2.122772,0.684431,0.48386,2.2297,-0.018201
1800,-2.071982,0.744532,1.964295,-1.093175,0.610726,0.889309,-1.089305,-0.311088,2.288231,0.491453,-0.9605,1.517118,-17.113391,-74.761033,41.324437,39.812628,-19.163936,0.800879,2.376165,2.452016,1.53373,0.656581,0.409039,2.474494,1.313097,0.470399,0.998049,1.957335,1.175196,0.259982,1.51295,2.404788,-0.033881
2429,2.041504,0.648326,1.370877,1.455672,-1.24785,2.225856,-1.686937,2.100323,-0.378417,1.664298,-0.879246,0.571347,-39.07439,-23.26634,12.627537,-18.978475,-71.230636,1.025529,0.313843,2.251207,1.532183,1.644306,0.610068,1.66657,1.285139,0.836854,1.755006,0.392478,0.872533,0.665322,1.074479,1.767271,0.004491
7119,-0.238939,-0.898151,-1.436291,1.831503,0.75452,0.183461,1.529493,0.106624,1.316515,1.992168,0.851049,1.481667,67.293332,-0.964749,-14.538588,-0.044169,7.656941,1.227992,1.118375,1.533184,0.475921,1.55896,1.696135,0.945045,2.124691,1.4262,2.396641,2.349991,1.295486,1.48891,1.110805,0.30804,0.008965
5610,0.093765,1.966163,2.024367,0.081035,0.07165,-2.153649,-0.515131,-1.143954,0.109461,1.877263,1.717204,-2.33991,-62.791788,58.423943,31.215395,-62.852104,-55.30884,0.989852,1.439731,0.313013,1.817665,0.500089,0.493128,0.509413,1.955678,0.324806,2.015896,2.166746,1.754209,0.498697,1.857074,1.3464,0.070778
7065,-0.746121,-0.386456,-1.492569,-1.561253,-1.400809,-0.296946,-0.347411,-0.284331,-0.384756,-1.199846,-1.496275,2.124268,48.235634,-53.705566,70.555861,-67.649828,9.347671,2.219488,1.679537,0.985176,1.594991,2.014681,1.996191,1.738924,2.347631,2.14151,0.603312,0.607464,0.64886,1.132533,0.974935,0.484896,0.010499
5712,0.554175,2.333309,-0.569801,-1.063336,-2.11009,1.150884,-1.444742,1.165252,-0.291462,2.28916,1.967408,-0.603797,-71.484732,56.11636,-52.333208,35.771579,12.930171,0.885883,2.288468,2.276883,1.070477,2.000684,0.743561,2.035111,1.113509,0.750926,2.065887,0.868567,1.503228,1.00867,0.473599,0.777826,0.027309
5458,0.287004,-1.815325,-2.165244,-2.181044,0.869951,-1.274976,-1.292131,-2.159891,-1.75493,-0.258659,2.252399,1.452333,-25.663333,-73.636792,36.44165,24.811005,-1.447012,1.076149,0.588834,0.277029,2.275268,0.932931,1.014302,0.630215,0.520511,1.722953,1.665553,2.199633,0.986346,1.010986,1.142967,0.849131,-0.007975
