,theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,thetadd3
2366,-0.083721,-0.922068,0.900578,-0.179093,-1.631577,0.422593,0.004532,0.575425,-3.584536
6974,-0.738984,1.753834,-0.247275,-1.513077,1.533915,1.861207,-0.453369,0.221445,7.495842
1187,-0.31628,-0.139781,-0.642742,-1.766449,-0.661811,-1.816568,0.464211,-0.40148,-1.241785
274,-1.685122,1.49982,1.853495,0.922029,-1.57122,0.729785,-0.571421,-0.275514,0.962061
4645,0.582384,1.432969,1.716602,-0.201189,0.234027,1.278749,-0.103003,0.433969,1.098268
5922,1.368861,-1.316982,-1.365473,1.70873,-0.561355,1.387012,-0.5133,-0.234739,1.660703
1361,0.143464,-1.548097,1.051552,0.093986,0.026843,-1.233319,-0.453633,0.59013,5.809226
4375,0.865376,0.065161,-1.878377,-0.639145,-1.637711,-0.892327,-0.201237,-0.592537,-3.867963
1526,-0.388094,-0.746427,1.057805,-0.372417,-1.153676,-1.171446,0.559815,-0.382264,2.325097
7000,-0.677427,-0.387896,-1.188059,1.510916,-0.152366,-1.047622,0.596977,0.189032,-2.828272
4091,0.631082,1.834805,-0.305604,-1.660132,-0.732356,0.051292,-0.396357,-0.369428,6.542626
8069,1.304721,-1.135019,-0.507206,-0.844336,-0.808027,-1.289141,-0.289551,-0.491298,-4.985888
1551,-0.203842,0.8785,-1.800598,-1.568236,1.88306,0.178738,-0.183268,0.208266,-3.679862
330,-0.301897,0.321384,-0.785897,1.204789,0.689,-1.142448,-0.30862,-0.573456,-2.09611
7704,-1.300661,1.496952,-1.117098,-0.903794,-1.089628,0.84455,0.202288,0.261975,5.523228
1337,-1.038562,-0.421541,-1.174743,-0.885106,0.084925,-1.466014,0.266933,-0.459678,-2.207438
8094,-0.20568,0.1452,1.237349,1.293331,-0.286445,-0.105864,0.047739,-0.449234,9.283354
945,0.707742,0.950469,1.414148,-1.70683,-1.440938,0.056339,0.202645,0.252143,9.033288
6441,-0.728632,-1.45135,-1.511815,0.134447,1.476665,0.976981,-0.516038,0.546285,-4.279984
2250,-0.26033,1.496904,1.853206,-0.17091,0.192757,1.3074,-0.427593,0.246484,-0.320792
6445,0.392976,-0.135549,-1.137926,-0.355753,-0.056675,1.250652,-0.421332,-0.119441,-3.574958
801,1.836072,-1.63547,-0.92259,-0.317986,1.337177,1.485847,0.235662,-0.422817,-1.149106
6350,1.746056,0.972978,-1.032562,-1.360869,-0.082046,0.848563,0.072956,-0.23217,8.081863
2346,-1.054708,-0.356302,-1.741443,1.151174,0.588546,-0.55033,-0.574276,-0.261335,-2.415742
68,-0.179238,-0.295569,1.119199,-1.472005,-1.836558,1.010924,-0.123341,-0.584133,7.19961
6333,1.28023,-1.828633,-1.525923,0.515873,-0.514108,0.024998,0.534514,0.373696,-2.631205
5835,-0.914791,-1.199909,-1.617092,-1.175352,0.199472,1.080713,0.036801,0.51927,1.447694
2784,-0.993323,-1.614626,-1.192696,-1.026862,0.185142,1.500648,0.21793,0.343579,-0.821984
1598,-0.575701,1.56017,-1.729898,-0.848,1.690193,0.785476,-0.233311,0.338878,-2.943307
4310,-0.288074,-1.093411,1.365865,1.102563,1.665457,-0.253221,0.109892,0.149429,-0.103601
4832,-1.854723,1.062813,0.86142,1.428988,-1.095644,1.52707,-0.031418,-0.036339,2.205806
5321,-1.878864,-1.296264,0.001347,0.014708,-1.621244,0.670499,0.258694,0.271908,-0.03091
1503,1.107187,0.212747,1.759795,-1.846359,-1.613483,-0.843916,-0.412356,-0.468728,7.958277
5469,-0.971248,-0.052219,0.741301,-0.5174,1.241286,-0.386314,-0.316911,0.477532,6.586365
150,-1.231002,-0.17474,-0.102471,0.612241,1.846671,-0.678482,0.231053,0.101115,-5.106594
2804,-0.255725,-0.277997,-1.383932,0.61528,0.14769,1.628261,0.127375,-0.003236,-2.582692
5540,-0.289542,0.62017,-0.611487,-0.486578,-0.97134,-1.590536,0.095325,0.13496,1.884082
2086,1.62918,0.768773,1.287976,0.186281,1.797883,1.18317,-0.235078,-0.563611,0.593098
7467,0.381982,-0.184961,1.536774,0.901265,0.055749,-1.728815,-0.471649,0.202495,9.104774
2259,0.119219,-1.883648,1.24072,1.397733,1.381266,-0.177725,-0.396608,0.213377,-3.389734
7661,1.13875,-0.875293,-0.847791,1.442849,-1.866557,-1.790742,-0.574021,0.420672,-5.725077
7837,1.045054,0.214421,-0.262557,1.770345,-1.72406,-0.734183,-0.155772,0.342914,9.160491
6319,0.740402,-0.540984,0.708039,-1.591137,1.517679,0.419404,-0.258327,-0.100763,-4.388949
3833,-0.563913,-0.122748,-0.887036,1.589681,0.401667,-1.097892,0.462308,0.012669,-5.388112
859,1.714391,0.336496,0.624331,1.47423,1.522312,-0.889766,0.300043,0.425502,4.43291
3639,-1.360931,-1.118664,-0.842802,-1.419724,-1.535147,0.06259,0.045413,0.048819,-7.624703
7449,1.797863,0.845607,-0.451382,-1.3201,-0.992553,0.026471,0.014271,-0.139985,7.8969
5914,-1.726442,0.699152,-0.162053,-1.756996,-0.120313,-1.433636,-0.514156,-0.215138,7.43517
4925,1.356483,1.76477,-1.178688,0.672803,1.831135,-1.668022,-0.442504,0.439485,3.717644
4222,1.819865,1.180765,0.29774,1.438579,1.751618,0.200745,-0.049396,0.208995,7.551628
6093,-0.729346,1.633182,0.161152,1.687149,-1.360131,1.023717,-0.081929,-0.583728,7.049072
366,-0.708538,0.75097,-0.106466,1.334281,1.837844,1.763055,0.051731,-0.554725,4.103138
1432,-0.497588,-1.298864,1.554682,0.29068,-0.353826,-1.604567,-0.566302,0.561094,3.335262
5698,0.112214,1.027948,-0.777769,-1.679541,1.054293,0.913508,-0.483057,0.460183,-1.9811
5751,-1.319491,1.708771,0.13708,0.491737,0.985594,-0.111939,-0.055789,-0.44857,9.292232
3578,-0.498535,1.641129,1.789697,-0.679844,0.465052,1.100252,0.164005,0.027094,-6.908058
1779,-0.023367,-0.657924,-0.583237,-0.696629,1.095085,0.393791,-0.483132,0.39249,-4.277558
4856,1.557543,-0.631378,0.728575,0.484392,-1.835606,-1.843063,0.321035,0.432211,-4.204842
5007,1.855807,-1.690816,0.038606,0.420102,-0.385466,-1.816417,0.07132,-0.13031,-7.055735
4275,-0.574617,0.918742,-0.263231,1.753483,1.393551,-1.046116,0.254875,-0.314131,3.508117
1818,1.738598,0.040646,0.779484,0.344294,-0.257444,0.99939,0.571113,-0.103489,7.713692
5244,0.104938,-0.62755,0.983824,0.298511,-0.67215,1.604325,0.47405,0.550709,5.502645
841,1.623663,-1.475029,0.116636,-0.053322,1.052069,1.243008,-0.515579,-0.138978,-2.929448
2704,1.249946,-1.865521,0.543002,-0.720683,0.209857,-1.570372,-0.03012,0.165234,-8.084411
1189,-1.703239,-1.404108,0.805208,-0.857828,-1.378526,0.97916,0.345809,0.416109,-5.27684
175,1.256612,0.842927,-0.25488,-1.150678,0.192109,1.733876,-0.051061,-0.182121,8.077133
7180,-1.252997,-0.389076,1.588453,-1.378151,-0.24798,1.717709,-0.139839,0.529379,3.039389
7706,-1.381836,-1.859655,1.115943,0.340072,0.405238,-1.391396,-0.135811,-0.171656,-6.668329
617,-1.592849,-0.871283,-1.312255,-1.093426,1.099703,-1.168382,0.151398,0.539989,-4.619631
2093,1.872911,-0.749729,-1.64874,-1.534519,-0.693336,-0.101317,0.370592,0.54106,-0.137709
3308,-0.976031,-1.262634,-0.262494,-0.934535,-1.27341,-0.412552,-0.283197,-0.498323,-6.853617
6760,0.987918,1.252132,0.941159,-0.486371,-1.276423,1.715959,0.095087,-0.271909,6.858601
3491,0.334105,-1.856553,0.477096,-0.051439,-1.221727,1.137956,0.277556,0.48021,-10.771952
4002,-0.641096,-0.491231,-0.017495,0.012087,-0.429813,-0.72175,0.356267,-0.215289,-9.871054
82,1.243267,-1.034371,-1.614629,-1.252561,-0.612821,-0.279307,-0.24367,0.23626,-1.110204
3994,-1.856387,-0.509458,-0.998507,1.732657,-1.806928,1.362465,0.160772,-0.312136,-3.637879
3208,0.216475,0.325073,0.902903,1.202533,0.483815,-0.218437,0.196641,0.142488,6.02622
816,-0.11049,1.562502,-0.236744,-1.700135,1.75835,0.248599,0.365941,0.370808,8.2354
1030,-1.746688,-0.290637,1.068283,-1.458336,1.714538,-0.959946,0.447603,0.062433,-7.342618
4943,0.007731,1.750508,0.398776,-0.678919,0.932357,-1.394509,0.00564,-0.005709,9.099378
300,-1.226017,0.669988,-0.235463,0.978367,-0.940744,-0.082667,0.54769,-0.1701,7.918229
4564,-1.842546,-1.612624,-1.477698,0.512324,0.159859,-1.18812,0.155594,0.273032,4.890426
1472,1.248086,0.794168,-1.678996,-1.093666,0.847295,1.532451,-0.043439,-0.486233,-3.507681
283,-1.300164,-1.443828,0.505967,-1.135907,-0.363469,-1.563076,-0.595371,0.395535,-5.6095
2028,1.767444,-1.463616,-0.321291,-1.423776,-1.771124,-0.066803,0.216804,-0.574242,-6.523523
4684,-1.171469,1.374207,1.813295,0.088762,-1.056013,0.334906,0.09056,0.435167,6.381895
5028,1.07689,-0.050383,1.447043,0.756323,-0.622652,0.353553,0.248161,-0.362931,6.958752
6497,-1.473563,-1.62344,1.46812,0.629663,0.608206,-1.884558,0.325169,0.318377,3.147653
2915,1.778887,-1.419878,-0.35572,0.491375,-1.333944,0.066916,0.392,0.340937,-8.539203
1813,-1.218983,-1.749824,-0.208043,-1.864966,-1.441648,-0.554453,0.168201,-0.249311,-9.11285
1271,0.111714,0.153674,0.415984,-1.734479,1.328283,-0.953468,0.305537,0.352708,-0.570915
5598,-0.693766,0.210558,-1.102177,1.061128,-1.074232,-0.504071,-0.294272,0.577643,-5.157437
6419,-0.98012,1.637745,1.451884,-0.822407,-1.701298,1.059142,-0.164544,0.504307,6.932903
4726,-1.332281,1.617797,1.715804,1.469152,-0.874158,-0.631959,-0.477351,0.369098,-5.796609
6601,-1.488331,-1.018943,1.333144,1.561646,0.45944,1.02511,0.166395,-0.596903,7.643106
5199,1.485683,1.749628,0.689771,0.506526,0.722585,1.600218,0.09875,0.098736,7.066444
3820,-0.781207,0.848444,-1.774114,-1.305198,0.642978,-1.797347,0.091612,0.119368,-1.276216
3150,-0.783763,-0.627711,-1.721345,-0.35611,1.478318,-1.396507,0.117734,-0.03964,-3.7499
820,-0.234757,1.531801,0.262774,1.881956,0.473131,1.171562,0.064428,0.446707,5.774539
2313,-1.270435,0.577591,0.05718,-0.302439,-1.251031,-1.277833,0.206248,-0.388776,5.874498
2008,0.384613,-1.21506,0.096408,-0.72511,1.205269,1.218069,0.465818,0.210144,-10.944959
6662,-0.690498,-1.416909,0.546351,-0.975619,1.882387,0.177808,-0.354415,0.141223,-8.687146
2642,0.328778,-0.919924,-0.7533,-1.346237,0.793242,1.618477,0.580892,-0.142324,-4.648656
6908,-0.848777,-0.044316,1.626533,1.520761,-0.571051,0.546844,-0.076992,-0.398183,6.981738
3837,-0.668569,1.473599,-1.543454,-0.075839,-0.397531,-1.017632,0.236031,-0.219749,-1.030301
7465,-1.406547,1.270817,-1.691316,-0.815989,0.617486,-0.482816,-0.587404,-0.09606,-3.065307
2305,-0.007754,1.622948,1.58699,0.419872,-0.486839,-1.596422,-0.191144,-0.160501,-8.277111
6671,1.16614,-0.459795,0.545436,-1.273508,1.700434,-0.509331,0.361256,-0.367216,-3.413307
5908,0.979267,-0.890724,-0.085282,-0.760141,0.535698,0.931421,0.548809,-0.565984,-6.334711
99,-1.870295,-0.525672,1.696846,-0.478832,1.024043,1.439158,0.054865,0.511862,4.617455
8012,-1.223529,1.004576,-1.526878,-0.443925,-0.389715,-1.603859,-0.378286,-0.254988,5.827573
744,-0.598659,0.231313,0.899113,1.586061,-0.110249,1.842231,0.029731,0.482301,10.498308
7867,1.312532,-1.796394,1.231938,0.829047,0.195759,-1.009734,0.488827,0.518281,-8.187965
7578,-1.774801,-1.541723,-1.135895,-0.155047,-0.873425,0.376438,0.280973,0.315339,-5.479401
4129,1.094669,0.941143,-0.756664,-1.343065,1.337623,1.452851,0.111296,-0.241718,5.999734
480,0.089724,0.030213,-1.148833,1.041776,1.655447,1.152785,0.407798,-0.542126,-1.642298
5428,1.53224,0.09742,1.195244,-1.391316,0.912468,-0.141208,0.563046,-0.086499,8.661586
7947,0.40269,1.014449,-1.459413,-1.306932,1.673382,0.99315,-0.414309,0.303516,-2.712272
6027,-0.245454,-1.058892,0.955927,-1.09969,1.385153,1.062982,-0.021227,-0.35497,0.924354
1157,-1.736817,-0.26023,-0.591917,0.452892,0.298228,-1.659904,-0.209178,0.337478,-3.567264
6860,-1.580463,-0.040704,-1.751989,1.09945,-1.653995,0.632988,-0.020208,-0.033,-2.589604
7342,-0.638196,-0.770529,-0.62886,1.580587,-1.643224,0.702527,0.005569,0.003675,-4.5295
6049,0.306718,1.546721,-1.56992,-0.040318,0.958959,0.846317,0.057973,-0.044841,4.638954
1437,1.008136,1.765863,-1.654683,0.376577,-0.547277,0.490641,0.445563,0.572661,-2.204135
2414,1.332123,-0.520069,1.622842,-0.198016,0.779352,-1.868087,-0.357354,-0.05326,8.412006
3554,-1.017916,-0.252612,-0.735744,-0.346859,-1.368064,-0.359585,-0.117978,-0.454976,-1.937235
6487,1.561559,-0.990894,1.509491,-1.494978,0.364535,0.635953,0.245743,-0.199059,6.389485
402,-1.518858,-1.38197,-0.354703,-1.258515,1.100977,1.400392,0.265408,0.319112,-6.532441
5572,0.201492,1.097339,0.564574,-0.078312,-0.489265,-0.904186,-0.046351,-0.216064,7.503113
2195,-0.640616,0.035359,-1.366929,-0.13322,0.302179,0.658433,0.509612,-0.556323,-3.797833
949,1.700163,-1.290139,1.158181,1.492534,0.037462,0.055596,-0.168771,0.264313,-6.735739
6961,-1.601104,-0.130825,-0.918899,1.397427,0.004463,-0.393176,0.172687,-0.450298,-2.148833
2067,0.176391,1.447527,1.351335,-1.835876,1.145982,0.04005,-0.538937,-0.308495,5.953671
5523,-0.31433,-1.292044,-0.693495,0.987294,-1.699274,1.15366,0.290077,-0.282229,-9.720633
7468,1.309239,-0.599017,1.746066,1.136228,-1.79189,1.520277,-0.3727,0.031456,9.515051
668,1.035199,0.446429,1.009672,1.192669,0.57544,1.593659,-0.191387,0.565648,6.657921
218,1.809398,-1.313512,0.400132,-0.498704,-1.212065,1.417506,-0.578168,0.335582,-9.673655
3366,-1.168454,-0.730405,-1.088137,-0.470569,0.418127,0.338241,-0.065675,0.19401,-2.328016
7887,0.575137,0.277694,0.053834,0.014929,-1.664562,0.219359,-0.065042,0.037803,-1.14606
1962,1.047857,-1.692622,-0.150981,-0.393444,-0.182148,-0.198552,-0.21769,0.076561,-2.602638
6250,-1.0621,-0.193478,1.652533,1.191353,1.075132,0.559254,0.316375,0.109824,9.390635
5940,1.335948,-0.312234,-0.000225,-0.006265,0.265461,1.790844,-0.079751,0.022483,-1.499667
2213,0.290478,0.035287,1.194764,1.855693,0.159134,1.703067,-0.472435,0.189261,8.006143
2633,1.788302,-1.515033,-1.18818,-0.514996,0.184343,-0.609721,-0.306213,0.273524,-0.566581
1659,1.161523,1.116865,0.757603,-1.728549,-0.781232,0.44001,-0.41784,-0.228828,8.456756
7781,1.419478,1.16469,1.572525,-1.421641,0.169474,-1.700241,-0.006447,-0.354002,5.529288
7948,0.730939,-1.253255,-0.959368,-0.189857,-1.582124,-1.573881,0.395374,-0.540911,-0.381035
5436,-0.111582,-1.709375,1.034862,-1.44352,-1.864364,1.142336,-0.29222,0.259615,-3.008709
7859,-0.512076,0.247655,0.350198,0.942029,-0.937194,-0.728457,0.476143,-0.267482,7.73399
2145,-1.415013,-1.521826,1.508676,-0.098942,-0.392356,-0.757073,-0.212937,-0.428337,7.182132
777,1.538912,-0.857561,-0.658675,1.871723,-1.863625,-1.523111,-0.38945,0.50697,-9.352924
2434,-0.086463,-1.775639,-0.55061,1.030386,-1.274536,-0.483781,0.253466,0.004456,-6.635253
3066,-0.067982,-0.292403,1.551639,-1.842594,1.338,0.251556,0.584774,0.294649,7.696824
5613,-0.817821,-0.028775,-1.077273,1.150771,1.366065,0.686896,0.378266,-0.091338,-1.688258
4557,-1.334313,1.407532,0.201832,-0.733351,-1.582512,-0.552418,0.254515,-0.374605,9.711411
6598,-1.810387,-0.220654,1.05835,1.249389,0.070594,-1.054518,-0.295708,0.440885,9.298754
4686,-1.762529,1.144118,-1.129595,0.1673,-0.547147,-1.080668,0.207194,-0.097186,5.457052
4983,1.293398,0.835442,-1.640759,0.665592,1.275189,0.164259,0.35938,0.507301,-3.990528
1491,-0.920837,-1.024281,-1.669703,0.528536,1.186118,-0.210746,0.543373,0.476301,7.393992
3545,-1.196547,-1.657559,1.055811,0.044176,-0.210243,-1.147155,-0.288817,-0.149674,-9.392425
3153,0.562813,0.486006,-1.100885,0.155628,-0.683495,-0.574703,-0.167145,-0.00363,-1.23208
3945,1.040476,-1.345954,1.780111,0.313115,-0.264925,-0.323024,-0.125411,-0.590276,3.205954
7692,-0.720996,-1.276792,-0.712097,1.2467,0.113819,1.607533,-0.362197,0.159447,-6.417407
3753,-1.860034,-1.490322,-0.552576,-1.854309,0.478256,0.593568,0.292888,0.167484,-4.75071
6138,-1.656261,0.239002,-1.817266,1.03708,-1.87009,-0.854861,-0.167034,-0.548113,-3.804359
7332,-1.587502,-1.484156,1.290951,1.170995,-1.790272,-1.441948,-0.584957,0.227212,-1.508339
3641,-1.257809,1.672056,1.320623,-1.529496,0.783384,1.799264,0.566335,-0.003211,1.742006
517,-1.399865,0.487819,-0.778999,0.273406,-0.380646,0.021091,0.035816,-0.43491,5.381737
4423,1.176345,1.422913,-1.415813,0.113551,0.881988,0.281298,0.100274,0.499134,3.303609
7131,0.249642,-0.178513,0.58823,1.676608,-1.344112,-1.178254,0.138516,0.043184,-4.324775
6999,0.218442,-0.532969,-0.298339,-0.204676,-1.838752,1.827753,0.575713,0.416434,-5.025673
5628,1.772603,-1.47627,-1.882254,-1.722002,-0.075653,-1.035221,-0.262015,0.309237,4.002645
7967,1.70109,-0.781586,-1.75192,-1.507297,0.661567,1.494853,0.416773,0.306361,-0.126121
6273,-0.861627,-1.130307,-0.490641,-1.399482,-0.61012,-0.132698,0.485927,-0.219679,-7.013893
1415,1.051317,-0.087198,0.964189,-1.727617,-0.195258,1.884746,-0.522677,0.567366,7.916886
568,-1.68156,1.051682,-1.494111,-0.137685,0.660555,-0.445121,-0.523863,-0.169411,1.798432
360,1.781067,1.304425,1.429128,1.254879,1.864213,0.103358,-0.250647,0.57783,-0.635755
6540,-0.231619,1.498716,-1.627923,1.509881,1.29041,-0.379291,0.05756,0.208555,0.342034
7052,1.350635,1.48667,-0.516153,-0.412335,-1.021582,-1.550858,-0.034635,-0.107916,4.58228
5341,0.184277,-1.721164,-1.069362,-1.600516,-1.563235,-0.779885,0.143995,-0.282602,-5.614398
5340,-0.557927,-1.30496,0.887745,-0.985704,-1.745737,0.619298,-0.058185,0.086685,-0.805204
3100,1.045543,0.891338,-0.914442,0.905425,-1.66152,-1.430939,-0.485962,-0.367336,1.304802
4655,-0.863483,1.59736,1.295018,1.675731,-0.99092,1.069015,-0.149033,-0.402191,2.953925
759,1.156672,-1.251994,1.381747,0.373502,0.548892,0.262816,-0.377565,-0.140003,2.360597
3548,1.566372,0.733021,-0.187235,1.014561,0.417087,1.721536,-0.069156,0.494198,8.144963
4483,1.164022,1.657425,0.466342,0.169525,-0.846315,-0.145926,0.52108,0.188444,4.858175
7701,1.171656,1.783152,-1.354177,-0.704243,1.312055,1.50334,0.221977,-0.029002,4.680009
7898,-0.953725,0.403122,0.746654,-1.012137,-1.141955,-0.219056,0.485335,-0.569524,1.582005
6646,1.197773,-0.350267,1.659819,-0.757362,-1.756293,0.388835,-0.599113,-0.085103,8.230129
7095,-0.918093,-0.138137,0.602263,0.028839,-1.622325,1.355476,-0.02843,-0.228023,2.012953
214,1.032221,-0.589535,-0.985931,-1.785976,-0.871127,1.308236,0.444182,0.160802,-4.843807
3662,0.13345,-0.199065,-1.780457,1.412802,-1.699778,0.214682,0.115217,-0.350683,-1.672812
6067,0.055241,1.039244,0.581383,-0.313808,-0.071945,0.956828,-0.328269,0.377726,8.625279
5952,-0.985089,1.0549,-0.189216,1.649606,1.005332,-0.132322,0.096904,0.257139,9.209236
7769,-1.608254,0.33725,-1.793364,-0.630204,1.612865,1.764685,0.371966,-0.372723,-3.646561
7025,0.641151,1.423167,-0.91527,-1.709652,0.139782,0.668824,-0.302436,0.156787,2.875567
3794,-1.821689,-1.67667,0.301238,-0.083384,0.975847,-1.82294,-0.024861,-0.241316,-9.093647
7340,-1.036811,-1.15076,-1.18402,1.530388,-0.868525,-0.198187,0.530437,0.252325,-3.443154
1473,1.38807,1.077139,0.358076,1.397821,-0.906535,1.849401,-0.010028,-0.540131,7.997655
2244,-0.874852,-0.982018,-0.10202,0.655721,1.252188,1.88472,0.539341,-0.096454,-6.932141
725,0.627963,-1.570476,-1.845053,1.490388,1.660567,0.491706,0.143764,-0.562854,3.174936
6068,-0.406352,1.520533,-0.627636,-0.460786,-1.032957,-0.475305,-0.002639,0.054676,5.122594
3560,-0.584795,-0.49375,-0.87408,0.675631,0.354005,0.845405,-0.021079,-0.280422,-1.863477
49,-1.749378,-0.265469,1.841132,0.479909,-1.785496,-0.333354,-0.189728,-0.35277,6.812064
6416,-1.063392,0.721788,-0.476103,1.65919,-0.028492,-0.080314,-0.066099,0.270036,9.593518
6105,1.638954,-0.83721,-1.687191,0.655971,1.687407,-0.785443,0.41087,-0.514771,0.802305
3130,-1.628426,0.605777,-1.228083,-0.121254,1.603575,0.191845,0.339379,0.335399,-0.969993
887,-1.715854,1.458901,0.24191,1.81323,-1.004387,0.922999,-0.106021,0.105694,3.900948
7168,-1.123326,-0.028721,-0.173367,0.365414,0.328022,1.461392,0.206768,-0.050979,1.706219
4526,1.768871,-0.106104,-0.125268,-1.765041,0.381712,-0.961343,0.173376,0.338144,2.393833
2893,-1.273224,-1.064522,0.570395,-0.253493,-0.454515,-1.193426,0.571325,-0.137041,-0.768874
6568,0.99982,1.475278,0.291852,0.499986,0.133638,-0.811795,-0.167667,-0.386563,8.4607
7398,-1.039481,-0.791245,1.798809,1.657232,0.997137,1.628497,0.187706,-0.031369,-0.437502
516,1.086005,-1.42055,-0.334609,0.929082,0.103549,-1.347081,0.540676,-0.451694,-4.001995
3168,-1.6585,0.313374,0.315163,0.213273,-0.714161,0.496321,-0.362582,-0.322618,8.003385
2949,1.450097,-0.701959,-1.764338,0.888204,-0.800661,1.8757,0.286224,-0.225897,-0.829228
4056,-1.633093,1.326122,0.412031,-0.324713,1.373381,-0.757082,-0.262675,0.022712,8.167537
139,1.389134,0.111159,-1.62725,1.516652,-1.774134,-1.639487,-0.183101,-0.582074,-3.744266
6167,-1.845249,-1.813108,-0.708632,-0.827385,1.348807,0.931991,-0.001565,0.101159,2.646313
4059,-1.771009,1.871067,-1.573579,-1.210041,1.505238,-1.344527,-0.198024,-0.581292,-4.636446
2378,-1.098175,0.448904,1.134895,-1.577096,-3e-06,-0.046898,-0.095177,-0.041592,8.665627
7405,1.828714,-0.897363,1.430112,-1.059791,0.92001,-1.568077,0.245771,0.279455,6.687036
3197,-1.54742,1.13061,1.80811,-0.354815,0.622504,0.915509,-0.577514,0.527674,-1.545255
4352,0.442221,-1.854084,0.497694,-0.683652,0.553474,1.859748,0.142617,0.55784,-8.837211
112,0.688641,0.367436,0.38445,-0.183924,0.114563,-0.966507,0.145454,0.245148,4.51904
3195,-1.467585,0.828332,-0.506615,1.546274,-1.543562,1.873425,0.11071,-0.489062,2.873809
463,0.993954,0.908887,-0.009684,-0.659054,-0.722681,0.554428,-0.30005,-0.541498,6.124277
8191,-0.72447,0.64909,-0.87006,0.393417,-0.263697,1.451984,0.275262,0.328867,-0.628352
1233,0.797108,-1.268207,0.320644,1.861169,1.706124,0.884111,-0.55324,0.498462,-10.223126
3250,0.34702,0.317189,0.346028,-1.272771,-0.977523,0.044666,0.156624,-0.425655,6.808325
594,1.269532,-0.680071,0.419738,1.02543,-1.628365,1.631125,-0.149455,-0.283208,-1.057857
4979,-0.960965,-0.644903,-0.388854,1.561481,1.457825,1.017083,0.423267,0.242926,-7.665842
5224,1.708909,-1.313347,-0.595214,1.576712,1.099978,-0.312484,-0.139602,-0.283662,-5.798519
450,1.463222,1.248811,1.673718,-0.900827,-0.238807,1.333619,-0.557655,-0.513062,2.729438
5897,1.280781,-0.115363,-1.179503,-1.717743,-0.127794,1.021739,0.134027,0.19402,-4.054595
3277,-1.444727,0.46825,-1.694038,-1.323056,-1.663897,0.081646,-0.009175,0.597555,-2.557895
6904,0.727833,-0.675807,0.449502,-0.126181,1.728401,-1.69864,0.158628,-0.334957,-8.975463
4800,-1.559153,-0.031499,-1.616973,0.82675,-0.706475,1.496716,-0.416796,0.502984,-1.991258
312,-1.539498,-1.444239,1.125576,0.138105,-1.139692,0.1189,0.095269,0.393955,1.071042
7612,-0.631932,-1.034027,0.39741,-1.004769,-1.712976,0.815486,-0.487013,-0.033899,-5.611772
6083,-1.220345,1.747759,-0.555436,-0.906376,0.747897,1.014871,0.594276,0.399484,4.121986
5570,-0.37479,0.420869,1.191074,0.157452,-0.18579,-1.083938,-0.488207,0.301381,7.737318
4963,1.031821,0.21737,0.295165,-0.365905,-1.032496,-0.267749,0.3861,-0.423996,4.997085
7486,1.006335,1.647943,-0.56334,-1.812764,1.301195,-0.071914,0.474669,0.166633,7.377381
5525,1.493701,0.794411,-1.36749,1.747986,-0.510534,-0.234133,0.226223,0.525612,0.072595
451,-0.198837,-1.708382,-1.133317,1.703075,-1.34765,-0.321947,-0.363394,0.433334,-2.628495
3166,1.617837,-1.385383,-1.154825,-1.648394,0.518769,-0.860883,0.021048,-0.249463,-1.143881
3731,0.235392,1.602416,-0.444606,-0.525422,-1.631148,0.089652,-0.375619,0.176077,6.79568
6246,-1.398135,-0.597109,-0.108085,0.510781,0.603675,1.131282,0.57298,0.073221,0.712704
7841,0.729764,1.614516,-0.657663,0.043497,-0.306443,-0.687755,-0.175362,-0.111273,5.268141
3626,-1.787273,-0.039683,0.314885,-0.680361,-0.692792,1.503523,-0.000785,0.010607,5.013497
890,0.233072,0.296026,-0.971509,-0.662608,-0.131681,-0.222361,-0.393569,-0.311168,-1.770911
6415,0.667151,1.095146,1.418077,0.23842,-0.296165,-1.354112,0.12507,-0.345332,4.83596
2763,-0.610586,-0.415137,0.897558,1.845443,1.294144,-1.705435,-0.19645,-0.541976,1.899922
658,-0.634926,1.421189,-0.231542,-0.9806,1.108764,0.333681,-0.460365,0.244667,6.806291
1506,-1.031799,0.154832,1.021278,0.219404,0.54774,-0.264939,-0.181937,-0.214604,7.843559
5185,0.463121,-1.199837,-0.409611,-0.481764,0.756706,-1.721654,-0.564169,0.40491,-4.323084
7918,-1.789627,1.855194,-0.693778,0.006651,-1.319527,1.104928,-0.019213,-0.105704,3.570634
7667,-0.42357,-1.347183,-0.01859,0.468668,1.555843,0.946781,-0.081001,-0.576367,-9.070772
999,0.076092,0.879279,-0.012273,1.077594,0.474196,0.222902,-0.312302,-0.067079,8.358016
389,0.058288,-0.529414,-0.872699,1.278264,-0.936484,-0.107221,-0.012161,-0.384887,-4.119299
3407,-0.262199,0.247419,0.165179,1.502714,1.476272,-1.852959,0.174257,-0.465688,9.132128
2330,-0.453689,1.376715,-1.258235,-1.726942,-0.165001,1.474519,-0.369606,0.429311,2.716169
1476,1.084505,-0.242687,0.207774,1.127501,-1.441652,-0.628775,-0.244225,0.506921,-0.184622
2240,0.376182,0.35478,-1.20888,-1.601639,-1.579261,1.310234,0.331843,-0.309246,-1.512531
7360,-1.756056,0.596336,-1.569007,0.226739,-0.581895,-0.756996,0.195036,-0.426517,-4.277826
